,Unnamed: 0,BathroomCount,BedroomCount,ConstructionYear,Country,District,Fireplace,FloodingZone,Furnished,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
45854,64190,1.0,3,,Belgium,Leuven,,NON_FLOOD_ZONE,,1.0,250.0,INSTALLED,108.0,Hoegaarden,0.0,3.0,D,3320,1195,11403947,Flemish Brabant,Flanders,17.0,1.0,,house,255.0,,,2.0,1,residential_monthly_rent
45893,64229,2.0,4,1970.0,Belgium,Antwerp,,,,1.0,50.0,INSTALLED,,Antwerpen,0.0,,,2000,1895,11403835,Antwerp,Flanders,,,JUST_RENOVATED,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
45940,64279,2.0,4,2024.0,Belgium,Antwerp,,,,1.0,1.0,,,Antwerp,0.0,2.0,A++,2050,2200,11403677,Antwerp,Flanders,5.0,,AS_NEW,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
45947,64288,1.0,4,,Belgium,Nivelles,1.0,NON_FLOOD_ZONE,,1.0,900.0,INSTALLED,212.0,WATERLOO,0.0,4.0,E,1410,2200,11403621,Walloon Brabant,Wallonie,,1.0,,villa,900.0,,1.0,0.0,1,residential_monthly_rent
46133,64490,1.0,3,2000.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,210.0,HYPER_EQUIPPED,210.0,BRAINE-L'ALLEUD,0.0,2.0,C,1420,1825,11403087,Walloon Brabant,Wallonie,,1.0,,house,210.0,,1.0,0.0,1,residential_monthly_rent
46136,64493,0.0,3,,Belgium,Gent,,,,,,,,Gent,0.0,2.0,B,9000,1450,11403077,East Flanders,Flanders,1.0,0.0,AS_NEW,house,0.0,,,2.0,1,residential_monthly_rent
46143,64500,3.0,5,2001.0,Belgium,Halle-Vilvoorde,,,,,,INSTALLED,323.0,GRIMBERGEN,0.0,4.0,B,1850,2850,11403056,Flemish Brabant,Flanders,,0.0,GOOD,villa,630.0,,1.0,0.0,1,residential_monthly_rent
46236,64595,1.0,3,,Belgium,Gent,,,,,,,124.0,Drongen,0.0,4.0,D,9031,1100,11402785,East Flanders,Flanders,6.0,0.0,AS_NEW,house,0.0,,1.0,2.0,1,residential_monthly_rent
46274,64637,1.0,3,,Belgium,Namur,,,,1.0,1.0,INSTALLED,205.0,Wierde,0.0,4.0,D,5100,1600,11402702,Namur,Wallonie,,1.0,GOOD,villa,1000.0,0.0,1.0,2.0,1,residential_monthly_rent
46312,64677,3.0,4,,Belgium,Nivelles,1.0,NON_FLOOD_ZONE,,1.0,1200.0,INSTALLED,250.0,WATERLOO,0.0,4.0,D,1410,3000,11402563,Walloon Brabant,Wallonie,,0.0,JUST_RENOVATED,villa,1200.0,,1.0,0.0,1,residential_monthly_rent
46320,64685,1.0,3,2021.0,Belgium,Tielt,,,,,,,115.0,Wingene,0.0,3.0,A,8750,950,11402532,West Flanders,Flanders,1.0,0.0,AS_NEW,house,242.0,,1.0,2.0,1,residential_monthly_rent
46364,64740,1.0,2,,Belgium,Ieper,,,,,,,228.0,Ieper,0.0,,C,8900,1250,11402399,West Flanders,Flanders,3.0,,GOOD,house,144.0,,1.0,1.0,1,residential_monthly_rent
46399,64796,2.0,5,1989.0,Belgium,Nivelles,1.0,NON_FLOOD_ZONE,,1.0,1.0,USA_HYPER_EQUIPPED,360.0,Waterloo,0.0,4.0,C,1410,3500,11402276,Walloon Brabant,Wallonie,,,GOOD,villa,900.0,0.0,1.0,,1,residential_monthly_rent
46415,64812,0.0,3,2016.0,Belgium,Thuin,,,,,,USA_INSTALLED,127.0,CHIMAY,0.0,4.0,B,6460,950,11402214,Hainaut,Wallonie,3.0,1.0,GOOD,villa,1000.0,0.0,1.0,2.0,1,residential_monthly_rent
46422,64820,2.0,4,,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,205.0,,174.0,Walhain,42.0,,A,1457,1450,11402207,Walloon Brabant,Wallonie,5.0,1.0,GOOD,house,265.0,,1.0,1.0,1,residential_monthly_rent
46437,64837,2.0,4,,Belgium,Brussels,1.0,NON_FLOOD_ZONE,,,,,265.0,Uccle,0.0,4.0,C,1180,3900,11402160,Brussels,Brussels,5.0,,JUST_RENOVATED,villa,0.0,,1.0,3.0,1,residential_monthly_rent
46464,64866,2.0,3,,Belgium,Brussels,,,,,,HYPER_EQUIPPED,200.0,UCCLE,0.0,2.0,F,1180,2350,11402081,Brussels,Brussels,,,AS_NEW,house,10.0,,1.0,3.0,1,residential_monthly_rent
46524,64934,2.0,2,,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,300.0,HYPER_EQUIPPED,130.0,Uccle,100.0,4.0,G,1180,2600,11441385,Brussels,Brussels,,,AS_NEW,villa,200.0,0.0,1.0,2.0,1,residential_monthly_rent
46547,64959,1.0,3,2000.0,Belgium,Nivelles,,,,,,INSTALLED,157.0,Waterloo,0.0,2.0,D,1410,1350,11441324,Walloon Brabant,Wallonie,,1.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
46581,64993,1.0,2,,Belgium,Aalst,,,,,,INSTALLED,116.0,Lede,0.0,2.0,B,9340,895,11401908,East Flanders,Flanders,,,JUST_RENOVATED,house,0.0,,1.0,2.0,1,residential_monthly_rent
46584,64996,1.0,1,,Belgium,Liège,,,,,,,400.0,Magnée,,4.0,G,4623,2500,11401900,Liège,Wallonie,,0.0,TO_RENOVATE,farmhouse,366356.0,,,,1,residential_sale
46656,65071,1.0,2,1998.0,Belgium,Thuin,,,,1.0,1.0,HYPER_EQUIPPED,,Thuin,0.0,4.0,D,6534,1100,11441175,Hainaut,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,,1,residential_monthly_rent
46674,65090,1.0,2,,Belgium,Aalst,,,,,,INSTALLED,63.0,Ninove,0.0,2.0,E,9400,650,11401793,East Flanders,Flanders,,,GOOD,house,25.0,0.0,,1.0,1,residential_monthly_rent
46706,65122,3.0,5,1959.0,Belgium,Brugge,,,,,,HYPER_EQUIPPED,352.0,Knokke-Heist,0.0,3.0,C,8300,3750,11401734,West Flanders,Flanders,,,GOOD,house,672.0,0.0,1.0,,1,residential_monthly_rent
46759,65177,1.0,2,2015.0,Belgium,Antwerp,,,,,,INSTALLED,80.0,Antwerpen,0.0,2.0,,2060,1400,11441061,Antwerp,Flanders,,0.0,AS_NEW,town_house,120.0,0.0,1.0,1.0,1,residential_monthly_rent
46773,65192,1.0,3,2017.0,Belgium,Turnhout,,NON_FLOOD_ZONE,,,,,,Beerse,0.0,3.0,A,2340,1870,11441025,Antwerp,Flanders,,0.0,GOOD,house,0.0,,,0.0,1,residential_monthly_rent
46781,65200,2.0,4,2003.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,23.0,HYPER_EQUIPPED,208.0,Genval,0.0,2.0,B,1332,2300,11440993,Walloon Brabant,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
46864,65295,2.0,3,1957.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,70.0,HYPER_EQUIPPED,140.0,Woluwe-Saint-Pierre,0.0,2.0,F,1150,2490,11440938,Brussels,Brussels,,,AS_NEW,house,200.0,0.0,1.0,3.0,1,residential_monthly_rent
47000,65440,1.0,4,,Belgium,Ath,,,,,,INSTALLED,340.0,Huissignies,0.0,4.0,C,7950,2500,11440771,Hainaut,Wallonie,,,,house,30000.0,,1.0,1.0,1,residential_monthly_rent
47001,65441,1.0,3,,Belgium,Tournai,,,,,,INSTALLED,103.0,Péruwelz,0.0,2.0,D,7600,650,11440770,Hainaut,Wallonie,,,,house,0.0,,,1.0,1,residential_monthly_rent
47022,65466,2.0,3,1990.0,Belgium,Nivelles,1.0,,,1.0,1.0,HYPER_EQUIPPED,220.0,Waterloo,0.0,4.0,D,1410,2950,11440721,Walloon Brabant,Wallonie,,,AS_NEW,villa,870.0,1.0,1.0,,1,residential_monthly_rent
47044,65489,1.0,2,,Belgium,Ieper,,,,,,,85.0,Wervik,0.0,,B,8940,675,11401317,West Flanders,Flanders,10.0,,GOOD,house,85.0,,,2.0,1,residential_monthly_rent
47054,65500,1.0,4,,Belgium,Brugge,,NON_FLOOD_ZONE,,,,INSTALLED,,Torhout,0.0,,E,8820,920,11401296,West Flanders,Flanders,,1.0,,house,0.0,,,,1,residential_monthly_rent
47077,65523,7.0,7,,Belgium,Brussels,,,,1.0,1.0,HYPER_EQUIPPED,,Schaerbeek,100.0,2.0,,1030,850,11401234,Brussels,Brussels,13.0,,,exceptional_property,0.0,0.0,1.0,8.0,1,residential_monthly_rent
47088,65550,1.0,4,,Belgium,Arlon,,,,,,INSTALLED,190.0,ARLON,0.0,,B,6700,1600,11440631,Luxembourg,Wallonie,,1.0,,house,0.0,,,2.0,1,residential_monthly_rent
47114,65580,1.0,3,1974.0,Belgium,Brugge,,,,,,,158.0,Knokke-Heist,0.0,4.0,E,8300,1650,11440524,West Flanders,Flanders,1.0,0.0,GOOD,house,270.0,,1.0,2.0,1,residential_monthly_rent
47223,65695,1.0,1,,Belgium,Ieper,,,,,,,88.0,Ieper,0.0,2.0,E,8900,625,11440423,West Flanders,Flanders,2.0,,GOOD,house,38.0,,1.0,2.0,1,residential_monthly_rent
47300,65786,4.0,6,2024.0,Belgium,Brussels,,,,,,,380.0,Woluwe-Saint-Pierre,0.0,4.0,A,1150,8000,11440384,Brussels,Brussels,,,GOOD,house,0.0,,1.0,,1,residential_monthly_rent
47301,65787,1.0,3,1992.0,Belgium,Turnhout,,,,,,INSTALLED,157.0,Ravels,0.0,4.0,C,2380,1350,11440388,Antwerp,Flanders,,,GOOD,house,822.0,,1.0,2.0,1,residential_monthly_rent
47322,65822,2.0,3,2021.0,Belgium,Charleroi,1.0,,,,,INSTALLED,190.0,AISEAU,0.0,4.0,A++,6250,4000,11440334,Hainaut,Wallonie,,0.0,,exceptional_property,1025.0,1.0,1.0,2.0,1,residential_monthly_rent
47324,65824,2.0,3,2021.0,Belgium,Charleroi,1.0,,,,,INSTALLED,190.0,AISEAU,0.0,4.0,A++,6250,4000,11440333,Hainaut,Wallonie,,0.0,,villa,1025.0,1.0,1.0,2.0,1,residential_monthly_rent
47333,65833,2.0,3,,Belgium,Namur,,,0.0,,,,200.0,Andenne,,4.0,,5300,28000,11440316,Namur,Wallonie,,,TO_RENOVATE,house,312.0,,1.0,,1,residential_sale
47371,65885,2.0,4,,Belgium,Brussels,,,,1.0,1.0,INSTALLED,200.0,Uccle,0.0,2.0,,1180,2540,11400683,Brussels,Brussels,,,,house,0.0,,1.0,,1,residential_monthly_rent
47498,66023,3.0,4,1865.0,Belgium,Brussels,,,,1.0,120.0,HYPER_EQUIPPED,280.0,Saint-Gilles,100.0,1.0,,1060,4350,11400368,Brussels,Brussels,,,JUST_RENOVATED,exceptional_property,0.0,0.0,1.0,4.0,1,residential_monthly_rent
47508,66033,1.0,3,,Belgium,Turnhout,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,141.0,Turnhout,0.0,2.0,A,2300,1350,11440101,Antwerp,Flanders,,,GOOD,house,0.0,,1.0,,1,residential_monthly_rent
47564,66091,1.0,3,,Belgium,Leuven,,,,,,,190.0,Herent,0.0,,,3020,1290,11439975,Flemish Brabant,Flanders,14.0,,,house,0.0,,,1.0,1,residential_monthly_rent
47628,66166,1.0,3,,Belgium,Turnhout,,,,,,,,Westerlo,0.0,,F,2260,1095,11439962,Antwerp,Flanders,8.0,,,house,0.0,,,0.0,1,residential_monthly_rent
47633,66172,2.0,4,,Belgium,Veurne,,,,,,,352.0,Nieuwpoort,0.0,,B,8620,1400,11439949,West Flanders,Flanders,13.0,,GOOD,house,0.0,,,3.0,1,residential_monthly_rent
47713,66270,1.0,2,,Belgium,Brussels,,,,,,HYPER_EQUIPPED,150.0,Auderghem,0.0,2.0,F,1160,2000,11399949,Brussels,Brussels,,,AS_NEW,house,100.0,,1.0,2.0,1,residential_monthly_rent
47819,66396,1.0,5,2009.0,Belgium,Brussels,1.0,,,1.0,200.0,HYPER_EQUIPPED,300.0,Uccle,0.0,4.0,D,1180,4500,11399741,Brussels,Brussels,,3.0,AS_NEW,villa,1000.0,,1.0,,1,residential_monthly_rent
47874,66453,1.0,4,,Belgium,Tielt,,,,,,,186.0,Wingene,0.0,2.0,A,8750,1050,11439580,West Flanders,Flanders,5.0,,GOOD,house,290.0,,1.0,2.0,1,residential_monthly_rent
47929,66517,0.0,0,,Belgium,Aalst,,,,,,,313.0,NINOVE,0.0,4.0,,9400,1500,11399460,East Flanders,Flanders,,0.0,,mixed_use_building,0.0,,,0.0,1,residential_monthly_rent
47936,66525,2.0,5,1900.0,Belgium,Brussels,1.0,NON_FLOOD_ZONE,,1.0,100.0,,368.0,Uccle,0.0,2.0,G,1180,3600,11399429,Brussels,Brussels,14.0,,GOOD,house,100.0,0.0,1.0,,1,residential_monthly_rent
47956,66545,1.0,3,,Belgium,Leuven,1.0,NON_FLOOD_ZONE,,1.0,1.0,USA_INSTALLED,,Linter,0.0,4.0,D,3350,1350,11439507,Flemish Brabant,Flanders,,,AS_NEW,house,729.0,0.0,1.0,2.0,1,residential_monthly_rent
47960,66549,1.0,2,,Belgium,Mons,,NON_FLOOD_ZONE,,,,INSTALLED,160.0,Quiévrain,0.0,2.0,,7380,775,11439506,Hainaut,Wallonie,,,JUST_RENOVATED,house,0.0,0.0,1.0,,1,residential_monthly_rent
48027,66621,2.0,3,2024.0,Belgium,Turnhout,,,,,,,322.0,HERSELT,0.0,4.0,A,2230,1550,11399250,Antwerp,Flanders,,0.0,,villa,0.0,,,3.0,1,residential_monthly_rent
48039,66635,1.0,3,2017.0,Belgium,Diksmuide,,NON_FLOOD_ZONE,,,,,140.0,Diksmuide,0.0,2.0,B,8600,825,11399190,West Flanders,Flanders,1.0,0.0,GOOD,house,149.0,,,2.0,1,residential_monthly_rent
48064,66661,1.0,6,,Belgium,Halle-Vilvoorde,1.0,,,1.0,1.0,,,Linkebeek,0.0,3.0,D,1630,2500,11439388,Flemish Brabant,Flanders,,1.0,JUST_RENOVATED,country_cottage,0.0,0.0,1.0,2.0,1,residential_monthly_rent
48127,66727,,2,,Belgium,Ath,,,,1.0,1.0,,,Blaton,0.0,,E,7321,760,11399028,Hainaut,Wallonie,,1.0,,house,0.0,0.0,1.0,,1,residential_monthly_rent
48133,66734,2.0,3,1920.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,1.0,400.0,INSTALLED,214.0,HOEILAART,0.0,4.0,D,1560,1700,11398983,Flemish Brabant,Flanders,,1.0,GOOD,mansion,0.0,,1.0,3.0,1,residential_monthly_rent
48142,66746,3.0,5,,Belgium,Halle-Vilvoorde,,,,,,USA_HYPER_EQUIPPED,195.0,WEZEMBEEK-OPPEM,0.0,3.0,D,1970,2850,11398914,Flemish Brabant,Flanders,5.0,0.0,GOOD,house,0.0,0.0,1.0,0.0,1,residential_monthly_rent
48157,66766,4.0,5,2002.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,915.0,HYPER_EQUIPPED,390.0,Waterloo,1.0,4.0,C,1410,2950,11398828,Walloon Brabant,Wallonie,,1.0,AS_NEW,house,915.0,0.0,1.0,3.0,1,residential_monthly_rent
48196,66809,1.0,3,1970.0,Belgium,Nivelles,,,,1.0,180.0,INSTALLED,170.0,Braine-l'Alleud,0.0,2.0,B,1420,1500,11439204,Walloon Brabant,Wallonie,,,,house,282.0,,1.0,2.0,1,residential_monthly_rent
48210,66823,2.0,3,2024.0,Belgium,Leuven,,NON_FLOOD_ZONE,,1.0,10000.0,HYPER_EQUIPPED,250.0,Huldenberg,500.0,4.0,B,3040,3325,11439177,Flemish Brabant,Flanders,,2.0,JUST_RENOVATED,house,16000.0,1.0,1.0,2.0,1,residential_monthly_rent
48212,66825,2.0,3,2024.0,Belgium,Leuven,,NON_FLOOD_ZONE,,1.0,10000.0,HYPER_EQUIPPED,264.0,Huldenberg,500.0,4.0,B,3040,3225,11439176,Flemish Brabant,Flanders,,2.0,JUST_RENOVATED,house,16000.0,1.0,1.0,2.0,1,residential_monthly_rent
48214,66827,2.0,3,2024.0,Belgium,Leuven,,NON_FLOOD_ZONE,,1.0,10000.0,HYPER_EQUIPPED,248.0,Huldenberg,500.0,4.0,B,3040,2850,11439175,Flemish Brabant,Flanders,,2.0,JUST_RENOVATED,house,16000.0,1.0,1.0,2.0,1,residential_monthly_rent
48292,66909,2.0,10,,Belgium,Namur,,NON_FLOOD_ZONE,,1.0,50.0,INSTALLED,310.0,Gembloux,0.0,2.0,B,5030,425,11439121,Namur,Wallonie,,2.0,GOOD,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
48294,66911,3.0,4,1920.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,60.0,HYPER_EQUIPPED,305.0,Saint-Gilles,1.0,2.0,,1060,3750,11439120,Brussels,Brussels,,1.0,AS_NEW,house,110.0,0.0,1.0,4.0,1,residential_monthly_rent
48394,67033,2.0,2,1960.0,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,320.0,Bruxelles,0.0,2.0,E,1000,7500,11438984,Brussels,Brussels,,2.0,AS_NEW,house,150.0,0.0,,3.0,1,residential_monthly_rent
48396,67035,2.0,3,,Belgium,Verviers,,,,1.0,40.0,INSTALLED,193.0,Pepinster,0.0,2.0,D,4860,850,11438981,Liège,Wallonie,,2.0,AS_NEW,house,86.0,0.0,1.0,2.0,1,residential_monthly_rent
48418,67060,0.0,4,,Belgium,Nivelles,,,,,,HYPER_EQUIPPED,160.0,OTTIGNIES-LOUVAIN-LA-NEUVE,0.0,2.0,B,1340,1900,11438928,Walloon Brabant,Wallonie,,3.0,AS_NEW,house,440.0,,,3.0,1,residential_monthly_rent
48436,67082,2.0,4,,Belgium,Brussels,,,,1.0,120.0,USA_HYPER_EQUIPPED,200.0,Uccle,0.0,2.0,E,1180,2700,11438890,Brussels,Brussels,,,AS_NEW,house,250.0,0.0,,3.0,1,residential_monthly_rent
48465,67113,1.0,2,,Belgium,Oudenaarde,,,,,,,120.0,Kruisem,0.0,2.0,E,9750,675,11398326,East Flanders,Flanders,,,AS_NEW,house,50.0,0.0,1.0,2.0,1,residential_monthly_rent
48469,67117,1.0,3,,Belgium,Turnhout,,NON_FLOOD_ZONE,,,,SEMI_EQUIPPED,,Ravels Poppel,0.0,4.0,E,2382,800,11398293,Antwerp,Flanders,,1.0,GOOD,house,0.0,,,1.0,1,residential_monthly_rent
48484,67134,1.0,4,1955.0,Belgium,Brussels,,,,1.0,50.0,USA_INSTALLED,150.0,Watermael-Boitsfort,0.0,2.0,,1170,2400,11398253,Brussels,Brussels,,,GOOD,house,200.0,0.0,1.0,2.0,1,residential_monthly_rent
48557,67216,0.0,3,,Belgium,Kortrijk,,NON_FLOOD_ZONE,,,,,,Anzegem,0.0,4.0,C,8573,950,11398155,West Flanders,Flanders,1.0,0.0,AS_NEW,house,650.0,,1.0,2.0,1,residential_monthly_rent
48577,67237,1.0,3,,Belgium,Philippeville,,,,1.0,100.0,INSTALLED,,Couvin,20.0,4.0,,5660,950,11398085,Namur,Wallonie,1.0,1.0,,villa,0.0,0.0,1.0,2.0,1,residential_monthly_rent
48630,67296,1.0,3,,Belgium,Leuven,,,,,,,155.0,Glabbeek,0.0,3.0,A,3380,1095,11438658,Flemish Brabant,Flanders,1.0,0.0,GOOD,house,0.0,,1.0,2.0,1,residential_monthly_rent
48644,67310,1.0,3,,Belgium,Namur,,NON_FLOOD_ZONE,,1.0,555.0,,200.0,Namur,0.0,3.0,C,5020,1250,11438612,Namur,Wallonie,,,,house,550.0,0.0,,,1,residential_monthly_rent
48706,67375,0.0,2,,Belgium,Turnhout,,,,,,INSTALLED,47.0,WECHELDERZANDE,,,,2275,36500,11397706,Antwerp,Flanders,,0.0,GOOD,other_property,0.0,,1.0,0.0,1,residential_sale
48722,67395,3.0,6,,Belgium,Nivelles,,,,1.0,60.0,USA_HYPER_EQUIPPED,600.0,Limal,0.0,2.0,,1300,600,11397656,Walloon Brabant,Wallonie,,2.0,JUST_RENOVATED,house,0.0,1.0,1.0,6.0,1,residential_monthly_rent
48723,67396,,2,1978.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,350.0,USA_INSTALLED,140.0,Wavre,0.0,4.0,,1300,1550,11397654,Walloon Brabant,Wallonie,,1.0,AS_NEW,bungalow,900.0,0.0,1.0,1.0,1,residential_monthly_rent
48763,67440,1.0,3,1961.0,Belgium,Turnhout,,,,,,HYPER_EQUIPPED,260.0,Meerhout,0.0,4.0,C,2450,1600,11438452,Antwerp,Flanders,,,GOOD,villa,2104.0,,1.0,2.0,1,residential_monthly_rent
48791,67469,,3,1964.0,Belgium,Brussels,1.0,,,1.0,150.0,HYPER_EQUIPPED,197.0,Uccle,0.0,3.0,E,1180,1875,11397624,Brussels,Brussels,,1.0,AS_NEW,house,374.0,0.0,1.0,2.0,1,residential_monthly_rent
48810,67490,1.0,3,2023.0,Belgium,Sint-Niklaas,,,,,,HYPER_EQUIPPED,125.0,Kruibeke,0.0,2.0,,9150,1300,11397573,East Flanders,Flanders,,,AS_NEW,house,0.0,0.0,1.0,,1,residential_monthly_rent
48815,67496,1.0,5,,Belgium,Namur,,,,,,,250.0,Jambes,0.0,1.0,,5100,1650,11397564,Namur,Wallonie,,,,house,0.0,0.0,,,1,residential_monthly_rent
48829,67510,1.0,4,,Belgium,Brussels,1.0,,,1.0,15.0,,,Uccle,0.0,2.0,E,1180,2500,11397498,Brussels,Brussels,,1.0,AS_NEW,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
48909,67593,2.0,4,,Belgium,Nivelles,,,,1.0,800.0,USA_HYPER_EQUIPPED,225.0,Lasne,0.0,4.0,B,1380,2800,11397400,Walloon Brabant,Wallonie,,,AS_NEW,villa,1062.0,0.0,1.0,2.0,1,residential_monthly_rent
48927,67613,1.0,5,2016.0,Belgium,Gent,,NON_FLOOD_ZONE,,1.0,25.0,INSTALLED,,Gent,0.0,1.0,A+,9000,1750,11397313,East Flanders,Flanders,9.0,1.0,AS_NEW,house,95.0,0.0,1.0,2.0,1,residential_monthly_rent
48929,67615,1.0,3,,Belgium,Liège,,NON_FLOOD_ZONE,,1.0,350.0,,180.0,Flémalle,0.0,3.0,A,4400,1200,11397307,Liège,Wallonie,,1.0,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
48937,67623,2.0,5,1960.0,Belgium,Nivelles,1.0,NON_FLOOD_ZONE,,1.0,1.0,USA_HYPER_EQUIPPED,345.0,Waterloo,0.0,4.0,D,1410,2400,11397361,Walloon Brabant,Wallonie,15.0,1.0,GOOD,house,16.0,0.0,1.0,3.0,1,residential_monthly_rent
48942,67628,1.0,3,,Belgium,Namur,1.0,,,1.0,900.0,INSTALLED,,Namur,15.0,4.0,C,5000,1250,11397272,Namur,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,1.0,1,residential_monthly_rent
48990,67679,1.0,3,2020.0,Belgium,Soignies,1.0,NON_FLOOD_ZONE,,1.0,60.0,USA_HYPER_EQUIPPED,313.0,Le Rœulx,0.0,2.0,A,7070,1700,11438195,Hainaut,Wallonie,,1.0,AS_NEW,house,186.0,0.0,1.0,2.0,1,residential_monthly_rent
49008,67698,0.0,3,,Belgium,Tournai,,,,,,,,POTTES,0.0,,G,7760,720,11438145,Hainaut,Wallonie,,0.0,,house,0.0,,,0.0,1,residential_monthly_rent
49149,67852,3.0,6,1960.0,Belgium,Brugge,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,352.0,Knokke-Heist,0.0,4.0,C,8300,3750,11397025,West Flanders,Flanders,15.0,,GOOD,house,672.0,,,0.0,1,residential_monthly_rent
49168,67871,1.0,4,1920.0,Belgium,Halle-Vilvoorde,1.0,,,1.0,1200.0,INSTALLED,250.0,Linkebeek,0.0,4.0,C,1630,3800,11396951,Flemish Brabant,Flanders,,1.0,JUST_RENOVATED,house,1500.0,0.0,1.0,3.0,1,residential_monthly_rent
49188,67899,1.0,6,,Belgium,Brugge,,,,,,INSTALLED,,Brugge,0.0,4.0,C,8000,1100,11396892,West Flanders,Flanders,,,GOOD,house,0.0,0.0,1.0,0.0,1,residential_monthly_rent
49211,67922,,6,,Belgium,Brussels,,,,,,,170.0,Woluwe-Saint-Lambert,0.0,,,1200,2100,11437937,Brussels,Brussels,,,,house,0.0,0.0,,,1,residential_monthly_rent
49233,67950,1.0,5,1913.0,Belgium,Nivelles,,,,1.0,960.0,INSTALLED,165.0,ITTRE,0.0,4.0,E,1460,1350,11437839,Walloon Brabant,Wallonie,,1.0,GOOD,house,960.0,,1.0,3.0,1,residential_monthly_rent
49264,67984,1.0,3,,Belgium,Gent,,,,1.0,277.0,INSTALLED,103.0,Gent,0.0,3.0,C,9051,1050,11396827,East Flanders,Flanders,,1.0,GOOD,house,0.0,0.0,,2.0,1,residential_monthly_rent
49282,68002,1.0,3,,Belgium,Veurne,,,,,,,125.0,Koksijde,12.0,2.0,A,8670,950,11396772,West Flanders,Flanders,,,AS_NEW,house,110.0,0.0,,2.0,1,residential_monthly_rent
49324,68046,1.0,3,,Belgium,Arlon,,NON_FLOOD_ZONE,,1.0,300.0,INSTALLED,,ARLON,0.0,2.0,B,6700,1300,11437711,Luxembourg,Wallonie,,0.0,GOOD,house,0.0,,,2.0,1,residential_monthly_rent
49414,68144,1.0,3,,Belgium,Diksmuide,,,,,,,141.0,Diksmuide,0.0,2.0,,8600,750,11396529,West Flanders,Flanders,,,,house,0.0,0.0,,,1,residential_monthly_rent
49432,68163,1.0,5,2003.0,Belgium,Brussels,,,,,,HYPER_EQUIPPED,165.0,Uccle,0.0,3.0,D,1180,2980,11437592,Brussels,Brussels,,1.0,AS_NEW,house,303.0,0.0,,3.0,1,residential_monthly_rent
49459,68190,,1,1978.0,Belgium,Hasselt,,,,,,,,Zonhoven,,,F,3520,30000,11437518,Limburg,Flanders,,,,house,847.0,,,,1,residential_sale
49474,68205,2.0,4,2014.0,Belgium,Antwerp,,,,1.0,203.0,,187.0,Boechout,0.0,3.0,A,2530,1800,11437488,Antwerp,Flanders,4.0,2.0,,house,450.0,0.0,1.0,3.0,1,residential_monthly_rent
49478,68209,,2,,Belgium,Liège,,NON_FLOOD_ZONE,,1.0,16.0,,85.0,Seraing,0.0,2.0,G,4100,850,11437482,Liège,Wallonie,,1.0,,house,119.0,0.0,1.0,1.0,1,residential_monthly_rent
49538,68271,2.0,2,,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,130.0,Uccle,100.0,2.0,G,1180,2600,11396328,Brussels,Brussels,,,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
49540,68273,3.0,4,1925.0,Belgium,Brussels,,,,1.0,400.0,HYPER_EQUIPPED,190.0,Uccle,0.0,4.0,G,1180,3200,11396326,Brussels,Brussels,,1.0,JUST_RENOVATED,villa,550.0,0.0,1.0,4.0,1,residential_monthly_rent
49613,68354,1.0,2,,Belgium,Turnhout,,,,,,,,Retie,0.0,4.0,C,2470,1100,11396278,Antwerp,Flanders,,,AS_NEW,house,0.0,,,,1,residential_monthly_rent
49665,68409,2.0,4,1915.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,50.0,INSTALLED,182.0,Uccle,0.0,2.0,E,1180,2540,11437279,Brussels,Brussels,,1.0,AS_NEW,house,168.0,0.0,1.0,2.0,1,residential_monthly_rent
